ProductID,Category,SubCategory,ProductName,Sale,Cost
10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230,144
10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301,269
10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19,17
10000134,Office Supplies,Labels,Avery 511,6,4
10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158,114
10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20,12
10000304,Office Supplies,Paper,Xerox 1995,6,5
10003177,Office Supplies,Paper,Xerox 1999,12,10
10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53,43
10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32,26
10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5,3
10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96,84
10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51,32
10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77,69
10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64,41
10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95,63
10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1,1
10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23,19
10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238,178
10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102,70
10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36,22
10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74,52
10002844,Technology,Phones,Speck Products Candyshell Flip Case,27,21
10000390,Office Supplies,Art,Newell Chalk Holder,3,2
10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339,251
10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41,29
10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75,57
10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27,18
10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40,28
10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4,3
10004965,Office Supplies,Paper,Xerox 1921,23,18
10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130,111
10001768,Furniture,Tables,Hon Racetrack Conference Tables,787,682
10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157,124
10002157,Furniture,Furnishings,Artistic Insta-Plaque,47,31
10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226,180
10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115,81
10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68,52
10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600,369
10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617,445
10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2,1
10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243,213
10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238,197
10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59,42
10002377,Office Supplies,Paper,Xerox 1916,78,65
10002780,Office Supplies,Fasteners,Staples,21,16
10001804,Office Supplies,Paper,Xerox 195,20,14
10001736,Office Supplies,Paper,Xerox 1880,35,22
10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11,8
10002988,Office Supplies,Fasteners,Ideal Clamps,4,3
10004781,Office Supplies,Binders,GBC Wire Binding Strips,76,58
10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,65,40
10000940,Office Supplies,Art,Newell 343,8,5
10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10,8
10004327,Office Supplies,Paper,Xerox 1911,143,87
10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839,513
10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93,64
10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384,268
10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149,116
10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171,153
10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157,137
10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203,169
10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58,39
10002254,Office Supplies,Paper,Xerox 1883,105,94
10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80,49
10001547,Office Supplies,Art,Newell 311,6,4
10002475,Office Supplies,Labels,Avery 519,14,12
10004536,Technology,Phones,Avaya 5420 Digital phone,944,605
10002751,Office Supplies,Paper,Xerox 1920,5,3
10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54,36
10001990,Office Supplies,Envelopes,Staple envelope,28,22
10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27,22
10004441,Office Supplies,Art,BIC Brite Liner Highlighters,9,7
10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159,4989
10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275,220
10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740,1217
10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,32,23
10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177,116
10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143,105
10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20,15
10001144,Office Supplies,Paper,Xerox 1913,110,93
10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340,215
10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52,39
10003148,Office Supplies,Labels,Avery 51,20,14
10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97,72
10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396,261
10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15,13
10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3,2
10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24,21
10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408,345
10003273,Technology,Phones,AT&T TR1909W,503,411
10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149,111
10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29,20
10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7,4
10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176,152
10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37,27
10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899,554
10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71,44
10000061,Office Supplies,Paper,Xerox 205,51,44
10003514,Office Supplies,Art,4009 Highlighters by Sanford,19,12
10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7,4
10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6,4
10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46,30
10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2,2
10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16,11
10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21,16
10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218,169
10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2,1
10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66,46
10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35,29
10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444,393
10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83,58
10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131,105
10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52,33
10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91,78
10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20,17
10004544,Office Supplies,Labels,Avery 505,23,20
10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452,303
10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188,855
10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89,54
10002563,Technology,Phones,Adtran 1202752G1,302,234
10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5,3
10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22,15
10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72,44
10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479,385
10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27,19
10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2,1
10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622,378
10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21,18
10004860,Furniture,Chairs,Global Low Back Tilter Chair,161,117
10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389,276
10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18,14
10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,233,192
10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,620,376
10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258,173
10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,617,529
10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10,8
10003349,Office Supplies,Paper,Xerox 1957,25,16
10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419,260
10004351,Furniture,Furnishings,Staple-based wall hangings,11,7
10000011,Technology,Phones,PureGear Roll-On Screen Protector,31,21
10002607,Furniture,Tables,KI Conference Tables,177,155
10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4,3
10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166,131
10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47,35
10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503,1254
10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321,264
10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7,6
10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80,67
10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361,280
10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82,64
10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,647,467
10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20,14
10002790,Office Supplies,Storage,Safco Industrial Shelving,221,189
10003460,Office Supplies,Binders,Acco 3-Hole Punch,17,10
10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1,1
10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519,2058
10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328,233
10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79,54
10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14,11
10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7,5
10004180,Office Supplies,Storage,Safco Commercial Shelving,37,27
10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57,36
10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725,539
10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209,136
10003274,Furniture,Furnishings,Regeneration Desk Collection,5,4
10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,10,6
10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8,5
10001427,Office Supplies,Art,Newell 330,5,4
10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11,9
10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18,12
10000876,Office Supplies,Storage,Eldon Simplefile Box Office,59,41
10002043,Office Supplies,Labels,Avery 489,24,19
10004967,Office Supplies,Binders,Round Ring Binders,2,1
10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114,828
10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038,662
10000474,Office Supplies,Paper,Easy-staple paper,141,121
10001956,Technology,Accessories,Microsoft Arc Touch Mouse,239,191
10004100,Office Supplies,Paper,Xerox 216,31,21
10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254,212
10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961,709
10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19,13
10004689,Office Supplies,Labels,Avery 512,18,13
10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255,166
10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86,63
10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300,199
10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230,152
10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218,148
10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78,56
10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27,18
10002105,Office Supplies,Paper,Xerox 223,32,23
10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082,873
10004243,Office Supplies,Paper,Xerox 1939,56,38
10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77,53
10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14,12
10002533,Furniture,Tables,BPI Conference Tables,219,188
10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26,19
10003651,Office Supplies,Art,Newell 350,9,8
10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45,39
10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289,233
10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4,3
10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15,11
10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466,374
10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15,11
10000634,Office Supplies,Labels,Avery 509,6,5
10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87,62
10002398,Technology,Phones,AT&T 1070 Corded Phone,178,116
10001937,Office Supplies,Paper,Xerox 21,15,11
10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99,68
10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135,94
10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991,2917
10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,300
10000624,Office Supplies,Fasteners,OIC Binder Clips,7,5
10001908,Technology,Accessories,Logitech Wireless Headset h800,99,77
10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15,12
10003645,Technology,Phones,Aastra 57i VoIP phone,290,242
10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54,36
10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786,515
10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100,88
10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37,28
10004614,Technology,Phones,AT&T 841000 Phone,82,59
10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20,13
10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4,4
10001922,Office Supplies,Binders,Storex Dura Pro Binders,4,3
10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959,826
10004140,Office Supplies,Binders,Avery Non-Stick Binders,14,11
10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7,6
10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698,586
10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4,3
10000122,Office Supplies,Art,Newell 314,17,14
10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71,50
10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12,7
10001970,Office Supplies,Paper,Xerox 1881,24,20
10002160,Office Supplies,Binders,Acco Hanging Data Binders,3,2
10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355,3136
10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388,276
10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8,6
10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17,13
10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34,30
10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647,549
10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20,13
10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488,355
10003732,Office Supplies,Art,Newell 333,5,4
10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47,37
10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23,19
10001225,Office Supplies,Supplies,Staple remover,7,6
10002406,Office Supplies,Storage,Pizazz Global Quick File,104,66
10002036,Office Supplies,Paper,Xerox 1930,25,21
10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53,32
10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023,816
10000658,Office Supplies,Art,Newell 324,9,6
10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479,409
10003039,Office Supplies,Paper,Xerox 1960,99,79
10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488,1160
10000696,Office Supplies,Appliances,Holmes Odor Grabber,8,5
10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23,18
10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12,8
10004734,Office Supplies,Paper,Southworth Structures Collection,50,37
10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49,40
10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41,30
