order_id_PK,OrderID,OrderDate,CustomerID,ProductID,ProductName
70,CA-2017-119823,4/6/2017,16270,10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
71,CA-2017-106075,18/9/2017,14980,10004654,Avery Binding System Hidden Tab Executive Style Index Sets
72,CA-2018-114440,14/9/2018,21520,10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
73,US-2016-134026,26/4/2016,15745,10000513,High-Back Leather Manager's Chair
74,US-2016-134026,26/4/2016,15745,10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
75,US-2016-134026,26/4/2016,15745,10004123,Safco Industrial Wire Shelving System
76,US-2018-118038,9/12/2018,16600,10004182,Economy Binders
77,US-2018-118038,9/12/2018,16600,10000260,"6"" Cubicle Wall Clock, Black"
78,US-2018-118038,9/12/2018,16600,10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
79,US-2015-147606,26/11/2015,15745,10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"
80,CA-2017-127208,12/6/2017,20770,10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
81,CA-2017-127208,12/6/2017,20770,10002309,Avery Heavy-Duty EZD  Binder With Locking Rings
82,CA-2015-139451,12/10/2015,13690,10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
83,CA-2015-139451,12/10/2015,13690,10002370,"Sortfiler Multipurpose Personal File Organizer, Black"
84,CA-2016-149734,3/9/2016,16105,10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
85,US-2018-119662,13/11/2018,12400,10003656,Safco Industrial Wire Shelving
86,CA-2018-140088,28/5/2018,18865,10000863,Novimex Swivel Fabric Task Chair
87,CA-2018-155558,26/10/2018,18895,10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
88,CA-2018-155558,26/10/2018,18895,10000134,Avery 511
89,CA-2017-159695,5/4/2017,14455,10003442,Eldon Portable Mobile Manager
90,CA-2017-109806,17/9/2017,15685,10004930,Turquoise Lead Holder with Pocket Clip
91,CA-2017-109806,17/9/2017,15685,10004093,Panasonic Kx-TS550
92,CA-2017-109806,17/9/2017,15685,10000304,Xerox 1995
93,CA-2016-149587,31/1/2016,16315,10003177,Xerox 1999
94,CA-2016-149587,31/1/2016,16315,10003799,"Seth Thomas 13 1/2"" Wall Clock"
95,CA-2016-149587,31/1/2016,16315,10002852,Ibico Standard Transparent Covers
96,US-2018-109484,6/11/2018,19705,10004738,Flexible Leather- Look Classic Collection Ring Binder
97,CA-2018-161018,9/11/2018,18775,10000629,9-3/4 Diameter Round Wall Clock
98,CA-2018-157833,17/6/2018,16345,10001721,Trimflex Flexible Post Binders
99,CA-2017-149223,6/9/2017,13855,10000358,Fellowes Basic Home/Office Series Surge Protectors
100,CA-2017-158568,29/8/2017,19465,10003256,Avery Personal Creations Heavyweight Cards
101,CA-2017-158568,29/8/2017,19465,10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
102,CA-2017-158568,29/8/2017,19465,10002609,Avery Hidden Tab Dividers for Binding Systems
103,CA-2017-129903,1/12/2017,14470,10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
104,US-2016-156867,13/11/2016,16870,10001552,Logitech K350 2.4Ghz Wireless Keyboard
105,US-2016-156867,13/11/2016,16870,10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
106,US-2016-156867,13/11/2016,16870,10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"
107,CA-2018-119004,23/11/2018,15250,10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
108,CA-2018-119004,23/11/2018,15250,10002844,Speck Products Candyshell Flip Case
109,CA-2018-119004,23/11/2018,15250,10000390,Newell Chalk Holder
110,CA-2016-129476,15/10/2016,19060,10000844,Logitech Gaming G510s - Keyboard
111,CA-2018-146780,25/12/2018,12805,10001934,Magnifier Swing Arm Lamp
112,CA-2017-128867,3/11/2017,12565,10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue"
113,CA-2017-128867,3/11/2017,12565,10003981,"Avery Durable Plastic 1"" Binders"
114,CA-2015-115259,25/8/2015,19960,10000621,"OIC Colored Binder Clips, Assorted Sizes"
115,CA-2015-115259,25/8/2015,19960,10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"
116,CA-2015-115259,25/8/2015,19960,10004965,Xerox 1921
117,CA-2015-115259,25/8/2015,19960,10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"
118,CA-2016-110457,2/3/2016,13090,10001768,Hon Racetrack Conference Tables
119,US-2016-136476,5/4/2016,14650,10003650,GBC DocuBind 300 Electric Binding Machine
120,CA-2017-103730,12/6/2017,20725,10002157,Artistic Insta-Plaque
121,CA-2017-103730,12/6/2017,20725,10003910,DXL Angle-View Binders with Locking Rings by Samsill
122,CA-2017-103730,12/6/2017,20725,10000777,"Companion Letter/Legal File, Black"
123,CA-2017-103730,12/6/2017,20725,10002500,Globe Weis Peel & Seel First Class Envelopes
124,CA-2017-103730,12/6/2017,20725,10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7
125,US-2015-152030,26/12/2015,10180,10004063,Global Deluxe High-Back Manager's Chair
126,US-2015-134614,20/9/2015,19165,10004534,Bevis 44 x 96 Conference Tables
127,US-2018-107272,5/11/2018,21610,10003274,"Avery Durable Slant Ring Binders, No Labels"
128,US-2018-107272,5/11/2018,21610,10002974,"Trav-L-File Heavy-Duty Shuttle II, Black"
129,US-2017-125969,6/11/2017,16975,10001146,"Global Value Mid-Back Manager's Chair, Gray"
130,US-2017-125969,6/11/2017,16975,10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets
131,US-2018-164147,2/2/2018,13585,10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
132,US-2018-164147,2/2/2018,13585,10002377,Xerox 1916
133,US-2018-164147,2/2/2018,13585,10002780,Staples
134,CA-2017-145583,13/10/2017,16885,10001804,Xerox 195
135,CA-2017-145583,13/10/2017,16885,10001736,Xerox 1880
136,CA-2017-145583,13/10/2017,16885,10001149,"Sanford Colorific Colored Pencils, 12/Box"
137,CA-2017-145583,13/10/2017,16885,10002988,Ideal Clamps
138,CA-2017-145583,13/10/2017,16885,10004781,GBC Wire Binding Strips
139,CA-2017-145583,13/10/2017,16885,10001218,Fiskars Softgrip Scissors
140,CA-2017-145583,13/10/2017,16885,10001706,Longer-Life Soft White Bulbs
141,CA-2017-110366,5/9/2017,15895,10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
142,CA-2018-106180,18/9/2018,19975,10000940,Newell 343
143,CA-2018-106180,18/9/2018,19975,10004030,Convenience Packs of Business Envelopes
144,CA-2018-106180,18/9/2018,19975,10004327,Xerox 1911
145,CA-2018-155376,22/12/2018,20080,10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators
146,CA-2016-110744,7/9/2016,14920,10003656,Safco Industrial Wire Shelving
147,CA-2015-110072,22/10/2015,17680,10000521,"Seth Thomas 14"" Putty-Colored Wall Clock"
148,CA-2017-114489,5/12/2017,16165,10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C
149,CA-2017-114489,5/12/2017,16165,10001448,Anker Astro 15000mAh USB Portable Charger
150,CA-2017-114489,5/12/2017,16165,10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
151,CA-2017-114489,5/12/2017,16165,10002735,GBC Prestige Therm-A-Bind Covers
152,CA-2017-158834,13/3/2017,21025,10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection
153,CA-2017-158834,13/3/2017,21025,10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset
154,CA-2016-124919,31/5/2016,20650,10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes
155,CA-2016-124919,31/5/2016,20650,10002254,Xerox 1883
156,CA-2016-124919,31/5/2016,20650,10001590,"Tenex Personal Project File with Scoop Front Design, Black"
157,CA-2016-118948,28/5/2016,18490,10001547,Newell 311
158,CA-2015-104269,1/3/2015,13060,10004063,Global Deluxe High-Back Manager's Chair
159,CA-2017-114104,20/11/2017,18670,10002475,Avery 519
160,CA-2017-114104,20/11/2017,18670,10004536,Avaya 5420 Digital phone
161,CA-2017-162733,11/5/2017,21070,10002751,Xerox 1920
162,CA-2016-119697,28/12/2016,13960,10003657,Lenovo 17-Key USB Numeric Keypad
163,CA-2017-154508,16/11/2017,19900,10001990,Staple envelope
164,CA-2017-113817,7/11/2017,17740,10004002,Wilson Jones International Size A4 Ring Binders
165,CA-2015-139892,8/9/2015,11140,10004441,BIC Brite Liner Highlighters
166,CA-2015-139892,8/9/2015,11140,10000822,Lexmark MX611dhe Monochrome Laser Printer
167,CA-2015-139892,8/9/2015,11140,10000991,Space Solutions HD Industrial Steel Shelving.
168,CA-2015-139892,8/9/2015,11140,10004287,SAFCO Arco Folding Chair
169,CA-2015-139892,8/9/2015,11140,10002656,Sanford Liquid Accent Highlighters
170,CA-2015-139892,8/9/2015,11140,10002518,Kensington 7 Outlet MasterPiece Power Center
171,CA-2015-139892,8/9/2015,11140,10003931,JBL Micro Wireless Portable Bluetooth Speaker
172,CA-2015-118962,5/8/2015,12130,10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”"
173,CA-2015-118962,5/8/2015,12130,10001144,Xerox 1913
174,CA-2015-118962,5/8/2015,12130,10003817,"Global Value Steno Chair, Gray"
175,US-2015-100853,14/9/2015,15400,10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center
176,US-2015-100853,14/9/2015,15400,10003148,Avery 51
177,US-2018-152366,21/4/2018,20500,10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
178,US-2016-101511,21/11/2016,15745,10004698,"Padded Folding Chairs, Black, 4/Carton"
179,US-2016-101511,21/11/2016,15745,10002189,Acme Rosewood Handle Letter Opener
180,CA-2016-137225,15/12/2016,15640,10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count"
181,CA-2015-166191,5/12/2015,13150,10003455,"Tenex File Box, Personal Filing Tote with Lid, Black"
182,CA-2015-166191,5/12/2015,13150,10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
183,CA-2015-158274,19/11/2015,19675,10003273,AT&T TR1909W
184,CA-2015-158274,19/11/2015,19675,10004896,Nokia Lumia 521 (T-Mobile)
185,CA-2015-158274,19/11/2015,19675,10002345,HP Standard 104 key PS/2 Keyboard
186,CA-2017-105018,28/11/2017,19990,10001890,Avery Poly Binder Pockets
187,CA-2015-123260,26/8/2015,14290,10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
188,CA-2017-157000,16/7/2017,10360,10001328,"Personal Filing Tote with Lid, Black/Gray"
189,CA-2017-157000,16/7/2017,10360,10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes
190,CA-2016-102281,12/10/2016,17470,10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors"
191,CA-2016-102281,12/10/2016,17470,10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
192,CA-2016-102281,12/10/2016,17470,10000061,Xerox 205
193,CA-2016-102281,12/10/2016,17470,10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
194,CA-2016-102281,12/10/2016,17470,10003514,4009 Highlighters by Sanford
195,CA-2016-131457,31/10/2016,17515,10001509,Poly String Tie Envelopes
196,CA-2015-140004,21/3/2015,12025,10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
197,CA-2015-140004,21/3/2015,12025,10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box"
198,CA-2018-107720,6/11/2018,21685,10001414,Decoflex Hanging Personal Folder File
199,US-2018-124303,6/7/2018,14365,10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
200,US-2018-124303,6/7/2018,14365,10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
201,CA-2018-105074,24/6/2018,17305,10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes
202,CA-2015-133690,3/8/2015,11755,10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
203,CA-2015-133690,3/8/2015,11755,10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
204,US-2018-116701,17/12/2018,17140,10003217,Eureka Sanitaire  Commercial Upright
205,CA-2018-126382,3/6/2018,14890,10002960,"Eldon 200 Class Desk Accessories, Burgundy"
206,CA-2018-108329,9/12/2018,16810,10001918,Nortel Business Series Terminal T7208 Digital phone
207,CA-2018-135860,1/12/2018,15985,10000642,"Tennsco Lockers, Gray"
208,CA-2018-135860,1/12/2018,15985,10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone
209,CA-2018-135860,1/12/2018,15985,10003274,"Avery Durable Slant Ring Binders, No Labels"
210,CA-2018-135860,1/12/2018,15985,10000134,"Advantus Push Pins, Aluminum Head"
211,CA-2018-135860,1/12/2018,15985,10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"
212,CA-2016-101007,9/2/2016,17980,10001266,Memorex Micro Travel Drive 8 GB
213,CA-2016-146262,2/1/2016,21775,10004544,Avery 505
214,CA-2016-146262,2/1/2016,21775,10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine
215,CA-2016-146262,2/1/2016,21775,10002844,Speck Products Candyshell Flip Case
216,CA-2016-146262,2/1/2016,21775,10000864,Cisco 9971 IP Video Phone Charcoal
217,CA-2016-146262,2/1/2016,21775,10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
218,CA-2017-130162,28/10/2017,15910,10001328,"Personal Filing Tote with Lid, Black/Gray"
219,CA-2017-130162,28/10/2017,15910,10002563,Adtran 1202752G1
220,CA-2016-169397,24/12/2016,15925,10000585,OIC Bulk Pack Metal Binder Clips
221,CA-2016-169397,24/12/2016,15925,10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle"
222,CA-2016-169397,24/12/2016,15925,10002852,Ibico Standard Transparent Covers
223,CA-2016-169397,24/12/2016,15925,10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
224,CA-2016-169397,24/12/2016,15925,10001148,Swingline SM12-08 MicroCut Jam Free Shredder
225,CA-2016-169397,24/12/2016,15925,10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners
226,CA-2016-163055,9/8/2016,13180,10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow"
227,CA-2016-163055,9/8/2016,13180,10003748,Bevis 36 x 72 Conference Tables
228,CA-2016-163055,9/8/2016,13180,10002485,Rogers Deluxe File Chest
229,US-2016-145436,28/2/2016,21670,10004860,Global Low Back Tilter Chair
230,US-2016-145436,28/2/2016,21670,10004477,"Global Push Button Manager's Chair, Indigo"
231,US-2015-156216,13/9/2015,14035,10001679,GBC Instant Index System for Binding Systems
232,US-2018-100930,7/4/2018,12400,10001705,Bush Advantage Collection Round Conference Table
233,US-2018-100930,7/4/2018,12400,10003473,Bretford Rectangular Conference Table Tops
234,US-2018-100930,7/4/2018,12400,10001679,GBC Instant Index System for Binding Systems
235,US-2018-100930,7/4/2018,12400,10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
236,US-2018-100930,7/4/2018,12400,10003832,Logitech P710e Mobile Speakerphone
237,CA-2018-160514,12/11/2018,13120,10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
238,CA-2017-157749,4/6/2017,16645,10003349,Xerox 1957
239,CA-2017-157749,4/6/2017,16645,10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
240,CA-2017-157749,4/6/2017,16645,10004351,Staple-based wall hangings
241,CA-2017-157749,4/6/2017,16645,10000011,PureGear Roll-On Screen Protector
242,CA-2017-157749,4/6/2017,16645,10002607,KI Conference Tables
243,CA-2017-157749,4/6/2017,16645,10002505,Eldon 100 Class Desk Accessories
244,CA-2017-157749,4/6/2017,16645,10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
245,CA-2015-131926,1/6/2015,13480,10004063,Global Deluxe High-Back Manager's Chair
246,CA-2015-131926,1/6/2015,13480,10002276,Safco Steel Mobile File Cart
247,CA-2015-131926,1/6/2015,13480,10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book"
248,CA-2015-131926,1/6/2015,13480,10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room
249,CA-2015-131926,1/6/2015,13480,10000061,Xerox 205
250,CA-2017-154739,10/12/2017,17155,10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
251,CA-2017-145625,11/9/2017,16540,10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
252,CA-2017-145625,11/9/2017,16540,10003832,Logitech P710e Mobile Speakerphone
253,CA-2017-146941,10/12/2017,13315,10001228,"Fellowes Personal Hanging Folder Files, Navy"
254,CA-2017-146941,10/12/2017,13315,10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes
255,US-2016-159982,28/11/2016,12880,10002505,Eldon 100 Class Desk Accessories
256,US-2016-159982,28/11/2016,12880,10004804,"Belkin 19"" Vented Equipment Shelf, Black"
257,US-2016-159982,28/11/2016,12880,10001590,"Tenex Personal Project File with Scoop Front Design, Black"
258,US-2016-159982,28/11/2016,12880,10001580,Logitech Mobile Speakerphone P710e - speaker phone
259,CA-2018-163139,1/12/2018,12670,10000290,Sabrent 4-Port USB 2.0 Hub
260,CA-2018-163139,1/12/2018,12670,10002790,Safco Industrial Shelving
261,CA-2018-163139,1/12/2018,12670,10003460,Acco 3-Hole Punch
262,US-2018-155299,8/6/2018,13600,10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac
263,US-2015-106992,19/9/2015,20290,10000822,Lexmark MX611dhe Monochrome Laser Printer
264,US-2015-106992,19/9/2015,20290,10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer
265,CA-2017-125318,6/6/2017,19825,10001433,Cisco Small Business SPA 502G VoIP phone
266,CA-2016-155040,10/11/2016,10210,10004469,Microsoft Sculpt Comfort Mouse
267,CA-2018-136826,16/6/2018,12535,10003602,"Quartet Omega Colored Chalk, 12/Pack"
268,CA-2017-111010,22/1/2017,18895,10003472,Bagged Rubber Bands
269,US-2018-145366,9/12/2018,12310,10004180,Safco Commercial Shelving
270,US-2018-145366,9/12/2018,12310,10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13"
271,CA-2018-163979,28/12/2018,16690,10003208,Adjustable Depth Letter/Legal Cart
272,CA-2016-155334,30/7/2016,14920,10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
273,CA-2016-155334,30/7/2016,14920,10003274,Regeneration Desk Collection
274,CA-2016-155334,30/7/2016,14920,10002557,Presstex Flexible Ring Binders
275,CA-2018-118136,16/9/2018,10990,10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
276,CA-2018-118136,16/9/2018,10990,10001427,Newell 330
277,CA-2018-132976,13/10/2018,10495,10000673,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad"
278,CA-2018-132976,13/10/2018,10495,10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"
279,CA-2018-132976,13/10/2018,10495,10000876,Eldon Simplefile Box Office
280,CA-2018-132976,13/10/2018,10495,10002043,Avery 489
281,US-2016-161991,26/9/2016,20725,10004967,Round Ring Binders
282,US-2016-161991,26/9/2016,20725,10001760,Bose SoundLink Bluetooth Speaker
283,CA-2016-130890,2/11/2016,15280,10002903,"Bevis Round Bullnose 29"" High Table Top"
284,CA-2016-130883,26/9/2016,21520,10000474,Easy-staple paper
285,CA-2016-130883,26/9/2016,21520,10001956,Microsoft Arc Touch Mouse
286,CA-2016-130883,26/9/2016,21520,10004100,Xerox 216
287,CA-2017-112697,18/12/2017,10195,10000778,GBC VeloBinder Electric Binding Machine
288,CA-2017-112697,18/12/2017,10195,10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
289,CA-2017-112697,18/12/2017,10195,10000646,Premier Automatic Letter Opener
290,CA-2017-110772,20/11/2017,18565,10002983,Advantus SlideClip Paper Clips
291,CA-2017-110772,20/11/2017,18565,10004689,Avery 512
292,CA-2017-110772,20/11/2017,18565,10002001,Logitech Wireless Gaming Headset G930
293,CA-2017-110772,20/11/2017,18565,10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
