order_detail_id;order_id_FK;ProductID;Quantity
116;116;10004965;5
117;117;10002504;4
118;118;10001768;8
119;119;10003650;12
120;120;10002157;12
121;121;10003910;12
122;122;10000777;13
123;123;10002500;13
124;124;10003875;16
125;125;10004063;6
126;126;10004534;14
127;127;10003274;4
128;128;10002974;9
129;129;10001146;17
130;130;10003773;16
131;131;10002293;9
132;132;10002377;2
133;133;10002780;9
134;134;10001804;17
135;135;10001736;4
136;136;10001149;4
137;137;10002988;1
138;138;10004781;10
139;139;10001218;1
140;140;10001706;2
141;141;10004848;10
142;142;10000940;16
143;143;10004030;14
144;144;10004327;20
145;145;10001058;14
146;146;10003656;3
147;147;10000521;16
148;148;10000215;3
149;149;10001448;18
150;150;10000454;16
151;151;10002735;13
152;152;10000326;7
153;153;10001254;9
154;154;10001950;16
155;155;10002254;11
156;156;10001590;10
157;157;10001547;17
158;158;10004063;10
159;159;10002475;19
160;160;10004536;12
161;161;10002751;10
162;162;10003657;11
163;163;10001990;8
164;164;10004002;17
165;165;10004441;15
166;166;10000822;8
167;167;10000991;20
168;168;10004287;17
169;169;10002656;7
170;170;10002518;2
171;171;10003931;8
172;172;10000659;8
173;173;10001144;14
174;174;10003817;14
175;175;10000891;12
176;176;10003148;15
177;177;10002684;8
178;178;10004698;11
179;179;10002189;15
180;180;10001940;17
181;181;10003455;18
182;182;10004659;14
183;183;10003273;3
184;184;10004896;18
185;185;10002345;10
186;186;10001890;11
187;187;10002323;16
188;188;10001328;3
189;189;10001950;11
190;190;10002613;11
191;191;10001552;6
192;192;10000061;8
193;193;10002545;7
194;194;10003514;2
195;195;10001509;4
196;196;10004685;11
197;197;10004027;13
198;198;10001414;11
199;199;10000343;13
200;200;10002749;14
201;201;10002666;8
202;202;10004289;7
203;203;10003622;17
204;204;10003217;5
205;205;10002960;1
206;206;10001918;9
207;207;10000642;16
208;208;10001700;11
209;209;10003274;3
210;210;10000134;19
211;211;10001522;8
212;212;10001266;19
213;213;10004544;2
214;214;10004695;2
215;215;10002844;17
216;216;10000864;5
217;217;10000109;14
218;218;10001328;4
219;219;10002563;2
220;220;10000585;4
221;221;10004000;12
222;222;10002852;14
223;223;10000087;3
224;224;10001148;5
225;225;10001958;20
226;226;10001026;20
227;227;10003748;18
228;228;10002485;12
229;229;10004860;12
230;230;10004477;12
231;231;10001679;19
232;232;10001705;2
233;233;10003473;19
234;234;10001679;6
235;235;10004017;14
236;236;10003832;3
237;237;10002479;17
238;238;10003349;17
239;239;10000576;2
240;240;10004351;11
241;241;10000011;6
242;242;10002607;1
243;243;10002505;3
244;244;10004685;15
245;245;10004063;11
246;246;10002276;11
247;247;10004082;1
248;248;10002945;7
249;249;10000061;11
250;250;10002965;20
251;251;10004569;7
252;252;10003832;2
253;253;10001228;5
254;254;10003296;5
255;255;10002505;16
256;256;10004804;9
257;257;10001590;12
258;258;10001580;8
259;259;10000290;14
260;260;10002790;2
261;261;10003460;6
262;262;10002203;5
263;263;10000822;2
264;264;10003353;8
265;265;10001433;17
266;266;10004469;2
267;267;10003602;8
268;268;10003472;1
269;269;10004180;5
270;270;10004386;10
271;271;10003208;3
272;272;10003628;17
273;273;10003274;15
274;274;10002557;12
275;275;10002615;13
276;276;10001427;2
277;277;10000673;6
278;278;10004470;15
279;279;10000876;4
280;280;10002043;9
281;281;10004967;11
282;282;10001760;3
283;283;10002903;8
284;284;10000474;13
285;285;10001956;6
286;286;10004100;8
287;287;10000778;14
288;288;10002684;11
289;289;10000646;2
290;290;10002983;13
291;291;10004689;17
292;292;10002001;18
293;293;10004709;2
294;294;10004091;5
295;295;10001891;9
296;296;10002918;4
297;297;10004593;2
298;298;10004854;4
299;299;10002105;15
300;300;10002756;17
301;301;10004243;13
302;302;10001861;9
303;303;10002706;9
304;304;10002533;14
305;305;10002671;9
306;306;10003651;5
307;307;10001072;15
308;308;10002135;14
309;309;10002804;9
310;310;10001918;9
311;311;10004086;5
312;312;10001756;13
313;313;10000634;10
314;314;10001588;19
315;315;10002398;13
316;316;10001937;16
317;317;10003373;11
318;318;10002602;5
319;319;10002927;4
320;320;10004093;5
321;321;10000892;17
322;322;10002974;10
323;323;10000624;18
324;324;10004593;5
325;325;10001908;20
326;326;10001967;10
327;327;10003645;4
328;328;10000675;20
329;329;10003312;1
330;330;10001074;17
331;331;10001524;16
332;332;10004614;2
333;333;10001153;7
334;334;10001982;16
335;335;10001922;17
336;336;10001449;2
337;337;10004140;18
338;338;10003314;7
339;339;10004575;3
340;340;10000490;7
341;341;10000122;17
342;342;10003656;9
343;343;10002780;2
344;344;10000702;11
345;345;10000107;3
346;346;10002293;13
347;347;10004027;13
348;348;10000249;13
349;349;10001374;10
350;350;10000290;13
351;351;10001970;8
352;352;10002160;19
353;353;10004995;16
354;354;10002268;19
355;355;10001137;1
356;356;10002399;10
357;357;10002713;16
358;358;10002666;19
359;359;10001124;2
360;360;10001158;19
361;361;10001158;3
362;362;10000785;10
363;363;10003732;1
364;364;10000023;3
365;365;10001713;8
366;366;10002412;16
367;367;10001225;9
368;368;10002406;6
369;369;10002545;18
370;370;10002036;11
371;371;10002205;16
372;372;10001982;14
373;373;10003911;17
374;374;10000658;12
375;375;10002076;20
376;376;10003039;11
377;377;10004915;17
378;378;10000696;1
379;379;10003327;7
380;380;10000309;15
381;381;10004734;6
382;382;10002225;9
383;383;10004708;6
384;384;10000617;7
385;385;10002335;15
386;386;10001681;20
387;387;10001935;9
388;388;10004757;6
389;389;10000050;13
390;390;10001998;15
391;391;10003012;7
392;392;10002313;20
393;393;10003982;9
394;394;10004492;20
395;395;10000798;15
396;396;10002552;18
397;397;10002573;20
398;398;10001580;10
399;399;10004834;13
400;400;10000934;10
401;401;10000158;19
402;402;10001947;13
403;403;10003478;5
404;404;10004249;5
405;405;10000158;8
406;406;10004115;7
407;407;10003724;2
408;408;10002041;14
409;409;10002893;7
410;410;10003766;7
411;411;10001970;5
412;412;10001972;6
413;413;10003956;20
414;414;10000157;5
415;415;10001891;13
416;416;10004344;16
417;417;10004886;3
418;418;10003845;5
419;419;10001573;7
420;420;10000483;7
421;421;10004114;19
422;422;10004712;13
423;423;10000918;20
424;424;10000015;2
425;425;10003347;16
426;426;10001543;17
427;427;10000029;5
428;428;10000369;15
429;429;10004584;14
430;430;10004659;5
431;431;10000617;5
432;432;10003306;14
433;433;10000773;8
434;434;10002600;6
435;435;10002937;16
436;436;10001970;10
437;437;10002230;3
438;438;10003396;5
439;439;10000246;10
440;440;10000060;15
441;441;10003058;8
442;442;10002222;1
443;443;10002372;11
444;444;10001317;12
445;445;10000206;12
446;446;10000588;13
447;447;10001469;8
448;448;10001953;1
449;449;10003156;5
450;450;10004974;5
451;451;10002365;16
452;452;10001539;14
453;453;10000142;13
454;454;10001772;20
455;455;10000225;3
456;456;10002331;18
457;457;10001415;15
458;458;10002472;15
459;459;10004571;5
460;460;10001098;4
461;461;10000023;13
462;462;10001889;5
463;463;10000315;15
464;464;10003505;15
465;465;10002578;3
466;466;10002918;15
467;467;10002824;2
468;468;10002194;9
469;469;10004071;6
470;470;10002743;6
471;471;10001601;10
472;472;10002680;2
473;473;10001321;8
474;474;10001509;12
475;475;10003465;16
476;476;10000149;5
477;477;10002671;5
478;478;10003045;17
479;479;10000689;16
480;480;10001445;14
481;481;10002053;19
482;482;10002567;6
483;483;10003923;15
484;484;10001337;2
485;485;10001924;15
486;486;10001363;10
487;487;10000376;19
488;488;10000303;15
489;489;10001953;13
490;490;10001809;7
491;491;10003845;7
492;492;10000991;13
493;493;10001857;13
494;494;10001434;13
495;495;10002498;16
496;496;10004864;20
497;497;10002602;13
498;498;10000073;12
499;499;10001670;5
500;500;10001658;13
501;501;10001215;19
502;502;10000831;11
503;503;10000357;20
504;504;10003274;4
505;505;10001662;16
506;506;10003856;10
507;507;10001228;3
508;508;10003527;6
509;509;10001290;3
510;510;10002399;9
511;511;10002053;13
512;512;10003811;8
513;513;10001246;18
514;514;10003236;4
515;515;10004507;3
516;516;10001667;5
517;517;10004459;3
518;518;10000171;16
519;519;10000736;9
520;520;10000285;4
521;521;10001857;8
522;522;10003555;11
523;523;10003832;3
524;524;10002815;17
525;525;10003379;16
526;526;10001756;20
527;527;10004963;15
528;528;10002881;3
529;529;10001335;4
530;530;10000595;5
531;531;10000448;7
532;532;10000984;19
533;533;10002557;11
534;534;10001325;20
535;535;10002429;20
536;536;10004528;17
537;537;10001271;9
538;538;10002647;9
539;539;10001432;19
540;540;10002262;5
541;541;10001809;12
542;542;10001465;14
543;543;10002597;4
544;544;10000723;13
545;545;10000404;12
546;546;10002986;17
547;547;10000604;10
548;548;10004738;2
549;549;10001935;19
550;550;10002024;9
551;551;10003039;5
552;552;10004248;11
553;553;10001780;9
554;554;10003560;18
555;555;10001297;3
556;556;10004256;19
557;557;10003441;4
558;558;10003347;16
559;559;10000069;16
560;560;10003914;16
561;561;10004020;9
562;562;10003467;1
563;563;10000634;3
564;564;10002496;8
565;565;10004530;7
566;566;10001107;3
567;567;10004451;1
568;568;10004997;10
569;569;10001297;14
570;570;10000585;14
571;571;10001922;14
572;572;10000347;1
573;573;10003394;17
574;574;10004530;15
575;575;10001450;12
576;576;10001574;9
577;577;10002974;6
578;578;10001475;10
579;579;10004498;6
580;580;10004977;4
581;581;10000586;11
582;582;10000358;4
583;583;10002764;20
584;584;10001254;20
585;585;10003956;6
586;586;10003930;1
587;587;10003800;10
588;588;10002005;2
589;589;10002498;10
590;590;10004101;19
591;591;10004078;9
592;592;10001266;1
593;593;10004708;9
594;594;10004115;19
595;595;10002398;8
596;596;10001979;16
597;597;10004115;15
598;598;10001425;20
599;599;10003963;10
600;600;10001574;1
601;601;10001490;11
602;602;10001756;8
603;603;10000773;2
604;604;10001543;11
605;605;10002120;12
606;606;10000848;17
607;607;10001246;18
608;608;10003092;12
609;609;10003012;17
610;610;10004345;13
611;611;10001204;15
612;612;10004667;19
613;613;10000011;5
614;614;10002949;20
615;615;10003849;11
616;616;10000010;1
617;617;10002824;14
618;618;10002538;18
619;619;10000521;6
620;620;10002103;3
621;621;10004853;16
622;622;10000179;2
623;623;10001272;9
624;624;10004042;8
625;625;10000221;2
626;626;10001563;12
627;627;10000605;15
628;628;10002615;10
629;629;10001963;10
630;630;10001267;10
631;631;10002103;12
632;632;10002857;8
633;633;10003930;4
634;634;10001482;6
635;635;10001989;1
636;636;10003287;14
637;637;10000576;18
638;638;10004728;5
639;639;10000732;6
640;640;10000585;17
641;641;10002787;5
642;642;10003832;10
643;643;10001934;17
644;644;10002457;17
645;645;10003112;13
646;646;10002350;19
647;647;10001935;17
648;648;10003273;8
649;649;10001142;9
650;650;10000482;10
651;651;10003892;17
652;652;10001101;1
653;653;10002439;2
654;654;10002827;19
655;655;10002230;18
656;656;10001215;11
657;657;10004654;13
658;658;10001490;6
659;659;10001511;12
660;660;10001768;3
661;661;10003981;6
662;662;10001522;9
663;663;10000621;16
664;664;10004231;3
665;665;10000474;12
666;666;10004042;18
667;667;10003096;14
668;668;10002759;8
669;669;10000688;20
670;670;10002377;15
671;671;10001954;13
672;672;10004532;17
673;673;10002137;12
674;674;10003832;9
675;675;10000804;6
676;676;10003614;15
677;677;10003553;4
678;678;10004632;18
679;679;10003305;16
680;680;10002583;1
681;681;10004507;6
682;682;10004125;7
683;683;10002457;18
684;684;10003911;7
685;685;10001934;5
686;686;10000304;7
687;687;10004015;9
688;688;10004071;10
689;689;10002033;8
690;690;10002444;14
691;691;10002253;15
692;692;10000743;8
693;693;10003373;9
694;694;10002312;12
695;695;10000927;4
696;696;10003510;3
697;697;10001118;11
698;698;10001575;10
699;699;10001982;10
700;700;10002960;17
701;701;10003394;17
702;702;10002774;11
703;703;10001800;17
704;704;10001469;20
705;705;10002399;10
706;706;10003628;9
707;707;10003272;5
708;708;10000050;15
709;709;10004071;8
710;710;10001219;9
711;711;10001154;10
712;712;10003012;7
713;713;10001606;1
714;714;10003355;13
715;715;10000010;18
716;716;10002253;16
717;717;10001658;14
718;718;10000246;10
719;719;10004092;1
720;720;10000198;14
721;721;10000036;12
722;722;10000222;2
723;723;10004664;9
724;724;10001141;15
725;725;10002170;18
726;726;10001954;14
727;727;10002228;8
728;728;10004634;14
729;729;10002965;19
730;730;10001317;5
731;731;10000736;1
732;732;10003610;9
733;733;10003982;10
734;734;10003291;15
735;735;10001619;2
736;736;10000138;7
737;737;10001383;8
738;738;10003223;20
739;739;10002743;20
740;740;10004094;2
741;741;10004498;6
742;742;10002615;5
743;743;10004971;10
744;744;10004261;20
745;745;10002607;10
746;746;10001809;1
747;747;10000004;12
748;748;10003638;6
749;749;10003577;16
750;750;10003478;14
751;751;10000546;19
752;752;10002095;9
753;753;10002759;12
754;754;10001095;14
755;755;10002444;16
756;756;10001267;10
757;757;10000848;6
758;758;10002377;12
759;759;10003441;6
760;760;10004484;10
761;761;10003931;16
762;762;10001990;7
763;763;10001532;20
764;764;10003174;14
765;765;10004187;11
766;766;10000025;9
767;767;10004306;8
768;768;10003746;1
769;769;10001036;6
770;770;10004614;3
771;771;10000301;17
772;772;10003910;5
773;773;10004648;9
774;774;10002597;1
775;775;10003405;1
776;776;10002335;19
777;777;10000157;14
778;778;10001947;11
779;779;10003657;12
780;780;10001098;10
781;781;10002167;3
782;782;10004409;17
783;783;10000057;5
784;784;10000056;6
785;785;10000014;7
786;786;10004675;15
787;787;10001543;4
788;788;10001321;15
789;789;10001132;1
790;790;10003199;19
791;791;10001530;14
792;792;10001569;15
793;793;10003724;6
794;794;10000546;2
795;795;10000176;10
796;796;10002365;1
797;797;10002271;14
798;798;10002647;2
799;799;10004090;3
800;800;10001580;10
801;801;10000576;12
802;802;10003953;9
803;803;10000794;19
804;804;10001897;17
805;805;10001795;8
806;806;10003347;5
807;807;10004901;3
808;808;10003190;9
809;809;10002903;11
810;810;10000240;14
811;811;10001101;12
812;812;10000794;14
813;813;10001838;1
814;814;10000061;14
815;815;10003651;7
816;816;10000304;19
817;817;10003094;2
818;818;10001394;13
819;819;10004230;18
820;820;10003395;11
821;821;10002402;13
822;822;10003223;12
823;823;10003441;6
824;824;10000109;7
825;825;10002280;12
826;826;10000381;16
827;827;10004459;16
828;828;10000665;1
829;829;10003884;11
830;830;10001557;14
831;831;10002085;5
832;832;10002956;9
833;833;10003266;3
834;834;10004002;17
835;835;10001071;11
836;836;10001560;13
837;837;10002365;11
838;838;10004648;9
839;839;10002578;2
840;840;10001519;9
841;841;10001294;3
842;842;10001636;13
843;843;10002503;16
844;844;10004093;6
845;845;10001552;4
846;846;10001891;1
847;847;10003878;2
848;848;10000710;8
849;849;10002335;10
850;850;10001870;1
851;851;10003373;5
852;852;10004090;12
853;853;10000736;9
854;854;10001019;8
855;855;10002537;19
856;856;10003221;15
857;857;10004569;15
858;858;10000624;9
859;859;10001225;6
860;860;10003752;13
861;861;10001714;19
862;862;10003958;9
863;863;10002923;18
864;864;10004272;4
865;865;10000965;2
866;866;10004853;19
867;867;10003719;1
868;868;10000545;18
869;869;10002496;2
870;870;10003591;14
871;871;10004470;1
872;872;10000315;4
873;873;10001790;2
874;874;10004017;5
875;875;10003628;4
876;876;10002049;11
877;877;10003712;9
878;878;10003984;7
879;879;10004287;19
880;880;10001321;14
881;881;10001118;7
882;882;10000732;3
883;883;10001424;6
884;884;10002071;6
885;885;10002486;10
886;886;10001078;18
887;887;10003845;3
888;888;10000927;15
889;889;10001098;14
890;890;10001622;11
891;891;10003158;16
892;892;10002660;11
893;893;10002205;13
894;894;10003364;2
895;895;10001099;20
896;896;10003923;8
897;897;10002250;1
898;898;10004716;17
899;899;10001045;16
900;900;10001510;18
901;901;10004536;11
902;902;10002947;3
903;903;10002583;4
904;904;10000019;7
905;905;10003441;7
906;906;10004774;17
907;907;10003684;9
908;908;10001494;11
909;909;10004666;1
910;910;10003816;10
911;911;10001935;5
912;912;10004091;3
913;913;10001772;17
914;914;10001520;17
915;915;10003379;19
916;916;10002706;18
917;917;10000056;20
918;918;10001558;17
919;919;10002444;20
920;920;10002473;10
921;921;10004531;20
922;922;10004487;3
923;923;10003650;9
924;924;10003543;12
925;925;10004353;19
926;926;10000658;7
927;927;10000696;7
928;928;10003560;15
929;929;10001468;15
930;930;10004971;16
931;931;10002195;17
932;932;10001745;2
933;933;10004826;7
934;934;10001870;4
935;935;10001058;20
936;936;10003911;1
937;937;10000289;18
938;938;10003040;4
939;939;10000350;6
940;940;10001759;15
941;941;10000577;17
942;942;10004101;3
943;943;10001496;14
944;944;10002931;3
945;945;10002356;13
946;946;10003601;20
947;947;10000576;19
948;948;10004154;6
949;949;10000788;15
950;950;10002479;10
951;951;10001940;2
952;952;10001958;4
953;953;10004709;4
954;954;10000604;8
955;955;10002923;13
956;956;10004465;7
957;957;10002333;13
958;958;10004188;1
959;959;10002965;8
960;960;10000145;9
961;961;10001335;19
962;962;10001613;8
963;963;10004055;11
964;964;10004344;8
965;965;10004621;4
966;966;10001281;13
967;967;10001613;11
968;968;10001097;16
969;969;10001095;18
970;970;10004614;15
971;971;10001575;4
972;972;10001074;9
973;973;10003555;10
974;974;10004492;10
975;975;10002012;17
976;976;10000822;2
977;977;10000848;19
978;978;10004156;6
979;979;10003199;19
980;980;10000034;6
981;981;10000560;6
982;982;10000665;5
983;983;10001569;12
984;984;10000461;18
985;985;10003066;12
986;986;10004022;20
987;987;10004071;20
988;988;10001988;20
989;989;10004086;17
990;990;10001036;2
991;991;10002983;3
992;992;10003625;14
993;993;10003925;15
994;994;10001530;12
995;995;10003862;4
996;996;10004258;18
997;997;10002885;19
998;998;10001918;14
999;999;10002956;7
1000;1000;10003033;6
1001;1001;10002903;7
1002;1002;10004621;15
1003;1003;10000046;3
1004;1004;10001790;19
1005;1005;10002600;5
1006;1006;10002049;20
1007;1007;10001509;3
1008;1008;10003931;19
1009;1009;10001602;16
1010;1010;10004848;17
1011;1011;10003722;13
1012;1012;10003748;12
1013;1013;10003198;15
1014;1014;10004100;13
1015;1015;10002191;15
1016;1016;10000965;5
1017;1017;10004188;1
1018;1018;10001526;5
1019;1019;10001166;8
1020;1020;10000309;8
1021;1021;10004212;6
1022;1022;10003072;8
1023;1023;10000320;16
1024;1024;10001166;7
1025;1025;10003656;1
1026;1026;10000148;9
1027;1027;10000474;2
1028;1028;10003885;8
1029;1029;10003379;7
1030;1030;10000629;12
1031;1031;10001175;1
1032;1032;10000955;19
1033;1033;10003460;8
1034;1034;10000474;11
1035;1035;10003975;17
1036;1036;10003707;13
1037;1037;10000203;6
1038;1038;10004790;5
1039;1039;10001095;3
1040;1040;10004761;5
1041;1041;10001811;12
1042;1042;10001130;9
1043;1043;10000055;16
1044;1044;10002304;18
1045;1045;10001530;4
1046;1046;10004006;7
1047;1047;10000486;5
1048;1048;10001606;19
1049;1049;10000293;6
1050;1050;10001307;13
1051;1051;10004460;14
1052;1052;10000716;17
1053;1053;10004622;2
1054;1054;10002735;3
1055;1055;10003529;3
1056;1056;10001097;12
1057;1057;10001597;14
1058;1058;10001754;12
1059;1059;10003396;11
1060;1060;10002350;6
1061;1061;10004838;16
1062;1062;10004757;12
1063;1063;10002115;3
1064;1064;10003059;5
1065;1065;10004330;18
1066;1066;10001146;17
1067;1067;10001935;10
1068;1068;10001524;5
1069;1069;10003732;10
1070;1070;10001970;17
1071;1071;10003669;20
1072;1072;10003727;2
1073;1073;10004967;11
1074;1074;10003447;10
1075;1075;10000255;14
1076;1076;10002191;3
1077;1077;10001325;14
1078;1078;10000404;19
1079;1079;10000349;7
1080;1080;10002880;13
1081;1081;10001095;4
1082;1082;10003127;4
1083;1083;10003208;15
1084;1084;10003979;9
1085;1085;10000029;16
1086;1086;10004896;7
1087;1087;10000452;4
1088;1088;10001967;7
1089;1089;10001819;14
1090;1090;10002952;4
1091;1091;10000576;10
1092;1092;10000605;14
1093;1093;10002518;13
1094;1094;10004340;19
1095;1095;10004001;19
1096;1096;10004147;11
1097;1097;10001545;12
1098;1098;10000206;12
1099;1099;10001013;14
1100;1100;10002255;18
1101;1101;10004140;12
1102;1102;10002049;3
1103;1103;10001892;19
1104;1104;10000642;18
1105;1105;10000206;2
1106;1106;10003676;8
1107;1107;10003495;20
1108;1108;10003798;7
1109;1109;10003589;17
1110;1110;10004735;14
1111;1111;10002609;12
1112;1112;10003364;20
1113;1113;10002206;6
1114;1114;10003610;7
1115;1115;10003766;18
1116;1116;10001970;6
1117;1117;10002049;18
1118;1118;10000141;8
1119;1119;10004459;3
1120;1120;10001061;18
1121;1121;10002375;20
1122;1122;10003194;14
1123;1123;10003811;8
1124;1124;10001539;4
1125;1125;10002331;14
1126;1126;10003156;18
1127;1127;10001532;2
1128;1128;10004086;15
1129;1129;10000100;17
1130;1130;10002500;4
1131;1131;10004100;18
1132;1132;10003479;1
1133;1133;10000973;15
1134;1134;10001476;6
1135;1135;10002831;2
1136;1136;10002350;6
1137;1137;10001763;15
1138;1138;10003394;9
1139;1139;10002072;1
1140;1140;10004188;4
1141;1141;10001561;14
1142;1142;10002105;19
1143;1143;10004241;19
1144;1144;10004340;19
1145;1145;10003849;10
1146;1146;10000735;10
1147;1147;10003350;14
1148;1148;10000307;20
1149;1149;10004202;8
1150;1150;10001852;10
1151;1151;10003759;20
1152;1152;10003984;20
1153;1153;10004337;6
1154;1154;10001932;12
1155;1155;10003982;8
1156;1156;10000617;2
1157;1157;10002126;14
1158;1158;10000576;8
1159;1159;10004654;16
1160;1160;10004042;13
1161;1161;10004700;7
1162;1162;10004593;14
1163;1163;10003429;20
1164;1164;10001294;2
1165;1165;10001552;4
1166;1166;10004952;7
1167;1167;10004123;19
1168;1168;10003172;10
1169;1169;10002352;20
1170;1170;10002259;1
1171;1171;10002976;14
1172;1172;10000301;20
1173;1173;10003694;4
1174;1174;10000381;10
1175;1175;10004425;11
1176;1176;10001270;20
1177;1177;10003931;7
1178;1178;10003174;17
1179;1179;10004539;20
1180;1180;10001919;6
1181;1181;10002504;14
1182;1182;10003655;9
1183;1183;10004656;6
1184;1184;10002344;4
1185;1185;10001800;18
1186;1186;10000036;14
1187;1187;10004532;12
1188;1188;10004447;6
1189;1189;10003973;16
1190;1190;10001970;15
1191;1191;10000682;6
1192;1192;10001937;10
1193;1193;10002268;20
1194;1194;10001321;12
1195;1195;10003394;14
1196;1196;10001990;5
1197;1197;10004540;12
1198;1198;10004995;9
1199;1199;10002335;6
1200;1200;10004967;17
1201;1201;10002331;5
1202;1202;10002292;8
1203;1203;10000689;20
1204;1204;10002660;3
1205;1205;10004634;7
1206;1206;10002160;18
1207;1207;10002988;16
1208;1208;10004999;7
1209;1209;10001031;7
1210;1210;10004695;2
1211;1211;10004860;15
1212;1212;10002432;14
1213;1213;10000069;4
1214;1214;10003602;3
1215;1215;10004469;1
1216;1216;10001867;8
1217;1217;10003174;9
1218;1218;10002200;1
1219;1219;10000107;9
1220;1220;10000439;20
1221;1221;10001602;7
1222;1222;10001432;5
1223;1223;10004656;1
1224;1224;10001685;8
1225;1225;10001418;20
1226;1226;10000676;16
1227;1227;10001219;18
1228;1228;10001424;14
1229;1229;10001022;5
1230;1230;10000369;10
1231;1231;10003055;7
1232;1232;10001046;10
1233;1233;10000076;4
1234;1234;10003719;1
1235;1235;10003268;8
1236;1236;10003553;10
1237;1237;10003691;16
1238;1238;10003903;12
1239;1239;10004854;15
1240;1240;10003442;16
1241;1241;10004519;13
1242;1242;10000304;11
1243;1243;10004955;5
1244;1244;10004619;6
1245;1245;10003473;6
1246;1246;10004467;18
1247;1247;10002280;14
1248;1248;10001708;19
1249;1249;10000891;10
1250;1250;10000462;2
1251;1251;10004165;11
1252;1252;10003958;7
1253;1253;10000149;8
1254;1254;10003724;19
1255;1255;10003535;3
1256;1256;10001575;11
1257;1257;10003716;8
1258;1258;10004469;14
1259;1259;10004586;10
1260;1260;10004236;15
1261;1261;10001634;19
1262;1262;10000215;17
1263;1263;10003724;16
1264;1264;10000422;13
1265;1265;10003306;5
1266;1266;10001146;6
1267;1267;10000246;13
1268;1268;10002870;19
1269;1269;10000563;3
1270;1270;10004487;6
1271;1271;10002854;12
1272;1272;10004621;13
1273;1273;10001973;15
1274;1274;10004040;7
1275;1275;10000580;16
1276;1276;10004022;15
1277;1277;10004209;5
1278;1278;10000023;16
1279;1279;10003505;17
1280;1280;10000121;10
1281;1281;10002026;7
1282;1282;10000994;14
1283;1283;10002813;19
1284;1284;10000617;16
1285;1285;10004817;5
1286;1286;10000397;14
1287;1287;10000605;4
1288;1288;10001860;9
1289;1289;10004970;12
1290;1290;10003172;19
1291;1291;10001218;4
1292;1292;10002968;2
1293;1293;10000134;20
1294;1294;10004487;18
1295;1295;10002103;12
1296;1296;10004632;11
1297;1297;10003555;20
1298;1298;10001590;18
1299;1299;10003664;15
1300;1300;10003433;15
1301;1301;10002554;8
1302;1302;10001557;6
1303;1303;10003437;6
1304;1304;10002986;5
1305;1305;10000320;17
1306;1306;10003971;18
1307;1307;10001469;6
1308;1308;10003846;8
1309;1309;10001404;13
1310;1310;10001474;1
1311;1311;10003199;6
1312;1312;10003072;12
1313;1313;10004960;17
1314;1314;10003505;1
1315;1315;10003116;9
1316;1316;10004586;8
1317;1317;10000546;17
1318;1318;10002071;7
1319;1319;10001490;16
1320;1320;10004859;15
1321;1321;10002659;10
1322;1322;10001321;5
1323;1323;10004139;20
1324;1324;10001867;4
1325;1325;10004156;13
1326;1326;10002818;20
1327;1327;10003691;5
1328;1328;10000347;3
1329;1329;10004507;15
